u036,view,0.0,1759749393
u030,view,0.0,1759749393
u041,view,0.0,1759749393
u004,purchase,57.92,1759749393
u090,purchase,101.03,1759749393
u033,view,0.0,1759749393
u049,view,0.0,1759749393
u049,view,0.0,1759749393
u081,view,0.0,1759749393
u026,purchase,91.44,1759749393
u040,view,0.0,1759749393
u027,view,0.0,1759749393
u026,view,0.0,1759749393
u019,view,0.0,1759749393
u015,view,0.0,1759749393
u034,purchase,27.84,1759749393
u012,view,0.0,1759749393
u013,view,0.0,1759749393
u025,purchase,6.34,1759749393
u071,view,0.0,1759749393
u040,view,0.0,1759749393
u036,view,0.0,1759749393
u057,view,0.0,1759749393
u024,purchase,83.17,1759749393
u078,view,0.0,1759749393
u062,view,0.0,1759749393
u069,view,0.0,1759749393
u063,view,0.0,1759749393
u087,purchase,13.84,1759749393
u077,view,0.0,1759749393
u047,view,0.0,1759749393
u027,purchase,96.95,1759749393
u065,view,0.0,1759749393
u086,purchase,72.71,1759749393
u097,view,0.0,1759749393
u041,view,0.0,1759749393
u086,view,0.0,1759749393
u045,view,0.0,1759749393
u085,view,0.0,1759749393
u031,view,0.0,1759749393
u077,view,0.0,1759749393
u003,view,0.0,1759749393
u100,view,0.0,1759749393
u066,view,0.0,1759749393
u043,view,0.0,1759749393
u076,view,0.0,1759749393
u022,purchase,81.13,1759749393
u023,view,0.0,1759749393
u020,view,0.0,1759749393
u077,view,0.0,1759749393
u074,purchase,14.2,1759749393
u045,purchase,100.02,1759749393
u027,view,0.0,1759749393
u056,purchase,16.43,1759749393
u038,view,0.0,1759749393
u027,view,0.0,1759749393
u036,view,0.0,1759749393
u060,view,0.0,1759749393
u083,view,0.0,1759749393
u091,purchase,101.15,1759749393
u098,view,0.0,1759749393
u066,purchase,115.19,1759749393
u076,view,0.0,1759749393
u040,view,0.0,1759749393
u078,purchase,11.39,1759749393
u015,view,0.0,1759749393
u040,view,0.0,1759749393
u087,view,0.0,1759749393
u012,view,0.0,1759749393
u064,view,0.0,1759749393
u039,view,0.0,1759749393
u023,view,0.0,1759749393
u011,view,0.0,1759749393
u029,purchase,88.61,1759749393
u053,view,0.0,1759749393
u008,view,0.0,1759749393
u092,view,0.0,1759749393
u080,view,0.0,1759749393
u057,view,0.0,1759749393
u006,view,0.0,1759749393
u032,view,0.0,1759749393
u040,view,0.0,1759749393
u054,view,0.0,1759749393
u028,view,0.0,1759749393
u026,purchase,12.96,1759749393
u015,purchase,14.75,1759749393
u055,purchase,44.31,1759749393
u079,view,0.0,1759749393
u018,view,0.0,1759749393
u059,view,0.0,1759749393
u067,purchase,89.68,1759749393
u055,purchase,105.02,1759749393
u058,view,0.0,1759749393
u076,view,0.0,1759749393
u055,purchase,118.81,1759749393
u008,view,0.0,1759749393
u039,view,0.0,1759749393
u041,view,0.0,1759749393
u068,view,0.0,1759749393
u073,view,0.0,1759749393
u020,view,0.0,1759749393
u028,view,0.0,1759749393
u022,view,0.0,1759749393
u058,purchase,69.19,1759749393
u077,view,0.0,1759749393
u021,view,0.0,1759749393
u028,view,0.0,1759749393
u011,view,0.0,1759749393
u077,view,0.0,1759749393
u090,purchase,119.96,1759749393
u065,view,0.0,1759749393
u045,purchase,119.2,1759749393
