u092,view,0.0,1759749569
u080,view,0.0,1759749569
u042,view,0.0,1759749569
u043,view,0.0,1759749569
u007,view,0.0,1759749569
u067,view,0.0,1759749569
u005,purchase,25.89,1759749569
u073,view,0.0,1759749569
u020,view,0.0,1759749569
u080,view,0.0,1759749569
u067,view,0.0,1759749569
u039,view,0.0,1759749569
u058,purchase,6.11,1759749569
u078,view,0.0,1759749569
u045,view,0.0,1759749569
u042,view,0.0,1759749569
u050,view,0.0,1759749569
u072,view,0.0,1759749569
u068,view,0.0,1759749569
u070,view,0.0,1759749569
u041,purchase,143.23,1759749569
u018,purchase,88.27,1759749569
u063,view,0.0,1759749569
u019,purchase,97.6,1759749569
u037,view,0.0,1759749569
u032,view,0.0,1759749569
u079,view,0.0,1759749569
u029,view,0.0,1759749569
u091,view,0.0,1759749569
u063,purchase,133.95,1759749569
u056,view,0.0,1759749569
u023,view,0.0,1759749569
u019,view,0.0,1759749569
u062,view,0.0,1759749569
u047,purchase,78.16,1759749569
u053,view,0.0,1759749569
u013,view,0.0,1759749569
u096,purchase,76.91,1759749569
u016,view,0.0,1759749569
u091,view,0.0,1759749569
u091,view,0.0,1759749569
u023,view,0.0,1759749569
u001,purchase,111.27,1759749569
u068,view,0.0,1759749569
u066,view,0.0,1759749569
u003,purchase,99.31,1759749569
u048,view,0.0,1759749569
u041,view,0.0,1759749569
u054,view,0.0,1759749569
u053,view,0.0,1759749569
u075,view,0.0,1759749569
u019,purchase,66.29,1759749569
u032,view,0.0,1759749569
u097,purchase,35.53,1759749569
u093,view,0.0,1759749569
u081,view,0.0,1759749569
u007,view,0.0,1759749569
u039,view,0.0,1759749569
u045,view,0.0,1759749569
u018,view,0.0,1759749569
u014,view,0.0,1759749569
u035,purchase,71.35,1759749569
u069,view,0.0,1759749569
u050,purchase,117.54,1759749569
u075,view,0.0,1759749569
u064,view,0.0,1759749569
u092,view,0.0,1759749569
u061,purchase,142.46,1759749569
u063,view,0.0,1759749569
u009,view,0.0,1759749569
u085,view,0.0,1759749569
u001,view,0.0,1759749569
u089,view,0.0,1759749569
u072,view,0.0,1759749569
u061,view,0.0,1759749569
u086,view,0.0,1759749569
u045,view,0.0,1759749569
u040,view,0.0,1759749569
u096,view,0.0,1759749569
u064,purchase,75.52,1759749569
u076,view,0.0,1759749569
u098,purchase,73.46,1759749569
u021,view,0.0,1759749569
u046,purchase,117.41,1759749569
u043,purchase,23.31,1759749569
